name,description,url
objdump2shellcode,A tool I have found incredibly useful whenever creating custom shellcode.,https://github.com/wetw0rk/objdump2shellcode
objection,Instrumented Mobile Pentest Framework.,https://pypi.org/project/objection/#files
oclhashcat,Worlds fastest WPA cracker with dictionary mutation engine.,http://hashcat.net/oclhashcat/
ocs,Compact mass scanner for Cisco routers with default telnet/enable passwords.,http://packetstormsecurity.com/files/119462/OCS-Cisco-Scanner.2.html
octopwnweb,"Internal pentest framework running in your browser via WebAssembly, powerd by Pyodide",https://github.com/skelsec/octopwnweb
office-dde-payloads,"Collection of scripts and templates to generate Office documents embedded with the DDE, macro-less command execution technique.",https://github.com/0xdeadbeefJERKY/Office-DDE-Payloads
ofp-sniffer,An OpenFlow sniffer to help network troubleshooting in production networks.,https://github.com/amlight/ofp_sniffer
ohrwurm,A small and simple RTP fuzzer.,http://mazzoo.de/
okadminfinder,Tool to find admin panels / admin login pages.,https://github.com/mIcHyAmRaNe/okadminfinder3
oledump,Analyze OLE files (Compound File Binary Format). These files contain streams of data. This tool allows you to analyze these streams.,http://blog.didierstevens.com/programs/oledump-py/
ollydbg,A 32-bit assembler-level analysing debugger.,http://www.ollydbg.de
omen,Ordered Markov ENumerator - Password Guesser.,https://github.com/RUB-SysSec/OMEN
omnibus,"OSINT tool for intelligence collection, research and artifact management.",https://github.com/InQuest/omnibus
omnihash,"Hash files, strings, input streams and network resources in various common algorithms simultaneously.",https://github.com/Miserlou/omnihash
one-lin3r,Gives you one-liners that aids in penetration testing and more.,https://github.com/D4Vinci/One-Lin3r
onesixtyone,An SNMP scanner that sends multiple SNMP requests to multiple IP addresses,http://labs.portcullis.co.uk/application/onesixtyone/
onetwopunch,"Use unicornscan to quickly scan all open ports, and then pass the open ports to nmap for detailed scans.",https://github.com/superkojiman/onetwopunch
onioff,An onion url inspector for inspecting deep web links.,https://github.com/k4m4/onioff
oniongrok,Onion addresses for anything.,https://github.com/cmars/oniongrok
onionscan,Scan Onion Services for Security Issues.,https://github.com/s-rah/onionscan
onionsearch,"Script that scrapes urls on different "".onion"" search engines.",https://github.com/megadose/OnionSearch
opendoor,OWASP WEB Directory Scanner.,https://github.com/stanislav-web/OpenDoor
openpuff,Yet not another steganography SW.,https://embeddedsw.net/OpenPuff_Steganography_Home.html
openrisk,Generates a risk score based on the results of a Nuclei scan using OpenAI's GPT model.,https://github.com/projectdiscovery/openrisk
openscap,Open Source Security Compliance Solution.,https://www.open-scap.org/
openstego,"A tool implemented in Java for generic steganography, with support for password-based encryption of the data.",https://github.com/syvaidya/openstego/releases
opensvp,"A security tool implementing ""attacks"" to be able to the resistance of firewall to protocol level attack.",https://github.com/regit/opensvp
openvas,Meta package for installing all OpenVAS components.,https://www.blackarch.org/
openwebrx,"Open source, multi-user SDR receiver software with a web interface.",https://github.com/jketterl/openwebrx
operative,"Framework based on fingerprint action, this tool is used for get information on a website or a enterprise target with multiple modules (Viadeo search,Linkedin search, Reverse email whois, Reverse ip whois, SQL file forensics ...).",https://github.com/graniet/operative-framework
ophcrack,Windows password cracker based on rainbow tables.,http://ophcrack.sourceforge.net
orakelcrackert,This tool can crack passwords which are encrypted using Oracle's latest SHA1 based password protection algorithm.,http://freeworld.thc.org/thc-orakelcrackert11g/
origami,Aims at providing a scripting tool to generate and analyze malicious PDF files.,https://github.com/gdelugre/origami
orjail,A more secure way to force programs to exclusively use tor network.,https://github.com/orjail/orjail
oscanner,An Oracle assessment framework developed in Java.,http://www.cqure.net/wp/oscanner/
osert,Markdown Templates for Offensive Security exam reports.,https://github.com/noraj/OSCP-Exam-Report-Template-Markdown
osfooler-ng,Prevents remote active/passive OS fingerprinting by tools like nmap or p0f.,https://github.com/segofensiva/OSfooler-ng
osi.ig,Instagram OSINT Tool gets a range of information from an Instagram account.,https://github.com/th3unkn0n/osi.ig
osint-spy,Performs OSINT scan on email/domain/ip_address/organization.,https://github.com/SharadKumar97/OSINT-SPY
osinterator,Open Source Toolkit for Open Source Intelligence Gathering.,https://github.com/guitarmanj/OSINTerator
osintgram,OSINT tool offering an interactive shell to perform analysis on Instagram account of any users by its nickname.,https://github.com/Datalux/Osintgram
osrframework,A project focused on providing API and tools to perform more accurate online researches.,https://github.com/i3visio/osrframework
osslsigncode,A small tool that implements part of the functionality of the Microsoft tool signtool.exe.,https://github.com/mtrojnar/osslsigncode
ostinato,"An open-source, cross-platform packet/traffic generator and analyzer with a friendly GUI. It aims to be ""Wireshark in Reverse"" and thus become complementary to Wireshark.",https://github.com/pstavirs/ostinato/
osueta,A simple Python script to exploit the OpenSSH User Enumeration Timing Attack.,https://github.com/c0r3dump3d/osueta
otori,"Toolbox intended to allow useful exploitation of XML external entity (""XXE"") vulnerabilities.",http://www.beneaththewaves.net/Software/On_The_Outside_Reaching_In.html
outguess,A universal steganographic tool.,https://github.com/resurrecting-open-source-projects/outguess
outlook-webapp-brute,Microsoft Outlook WebAPP Brute.,https://github.com/lijiejie/OutLook_WebAPP_Brute
owabf,Outlook Web Access bruteforcer tool.,http://netsec.rs/70/tools.html
owasp-bywaf,A web application penetration testing framework (WAPTF).,https://github.com/depasonico/OWASP-ByWaf
owasp-zsc,Shellcode/Obfuscate Code Generator.,https://github.com/zscproject/OWASP-ZSC
owtf,The Offensive (Web) Testing Framework.,https://www.owasp.org/index.php/OWASP_OWTF
pack,Password Analysis and Cracking Kit,http://thesprawl.org/projects/pack/
packerid,Script which uses a PEiD database to identify which packer (if any) is being used by a binary.,https://github.com/sooshie/packerid
packet-o-matic,"A real time packet processor. Reads the packet from an input module, match the packet using rules and connection tracking information and then send it to a target module.",http://www.packet-o-matic.org/
packetq,A tool that provides a basic SQL-frontend to PCAP-files.,https://github.com/DNS-OARC/PacketQ
packetsender,An open source utility to allow sending and receiving TCP and UDP packets.,https://github.com/dannagle/PacketSender
packit,"A network auditing tool. Its value is derived from its ability to customize, inject, monitor, and manipulate IP traffic.",http://packit.sourceforge.net/
pacu,"The AWS exploitation framework, designed for testing the security of Amazon Web Services environments.",https://github.com/RhinoSecurityLabs/pacu
pacumen,Packet Acumen - Analyse encrypted network traffic and more (side-channel attacks).,https://github.com/bniemczyk/pacumen
padbuster,Automated script for performing Padding Oracle attacks.,http://www.gdssecurity.com/l/t.php
padoracle,Padding Oracle Attack with Node.js.,https://github.com/imyelo/padoracle
padre,Padding Oracle attack tool.,https://github.com/glebarez/padre
pafish,A demonstration tool that employs several techniques to detect sandboxes and analysis environments in the same way as malware families do.,http://www.hoobie.net/pafish/
pagodo,Google dork script to collect potentially vulnerable web pages and applications on the Internet.,https://github.com/opsdisk/pagodo
paketto,Advanced TCP/IP Toolkit.,http://www.doxpara.com/paketto
panhunt,Searches for credit card numbers (PANs) in directories.,https://github.com/Dionach/PANhunt
panoptic,A tool that automates the process of search and retrieval of content for common log and config files through LFI vulnerability.,https://github.com/lightos/Panoptic
pappy-proxy,An intercepting proxy for web application testing.,https://github.com/roglew/pappy-proxy
parameth,This tool can be used to brute discover GET and POST parameters.,https://github.com/mak-/parameth
parampampam,This tool for brute discover GET and POST parameters.,https://github.com/Bo0oM/ParamPamPam
paranoic,A simple vulnerability scanner written in Perl.,http://packetstormsecurity.com/files/128065/Paranoic-Scan.7.html
paros,"Java-based HTTP/HTTPS proxy for assessing web app vulnerabilities. Supports editing/viewing HTTP messages on-the-fly, spiders, client certificates, proxy-chaining, intelligent scanning for XSS and SQLi, etc.",http://www.parosproxy.org
parse-evtx,A tool to parse the Windows XML Event Log (EVTX) format.,https://github.com/KasperskyLab/ForensicsTools
parsero,A robots.txt audit tool.,https://github.com/behindthefirewalls/Parsero
pasco,Examines the contents of Internet Explorer's cache files for forensic purposes,http://www.jonesdykstra.com/
pass-station,CLI & library to search for default credentials among thousands of Products / Vendors.,https://noraj.github.io/pass-station/
passcracking,A little python script for sending hashes to passcracking.com and milw0rm,http://github.com/jensp/passcracking
passdetective,"Scans shell command history to detect mistakenly written passwords, API keys, and secrets.",https://github.com/aydinnyunus/PassDetective
passe-partout,Tool to extract RSA and DSA private keys from any process linked with OpenSSL. The target memory is scanned to lookup specific OpenSSL patterns.,http://www.hsc.fr/ressources/outils/passe-partout/index.html.en
passgan,A Deep Learning Approach for Password Guessing.,https://github.com/D3vil0p3r/PassGAN
passhunt,Search drives for documents containing passwords.,https://github.com/Dionach/PassHunt
passivedns,A network sniffer that logs all DNS server replies for use in a passive DNS setup.,https://github.com/gamelinux/passivedns
pastejacker,Hacking systems with the automation of PasteJacking attacks.,https://github.com/D4Vinci/PasteJacker
pastemonitor,"Scrape Pastebin API to collect daily pastes, setup a wordlist and be alerted by email when you have a match..",https://github.com/pixelbubble/PasteMonitor
pasv-agrsv,Passive recon / OSINT automation script.,https://github.com/isaudits/pasv-agrsv
patator,A multi-purpose bruteforcer.,https://github.com/lanjelot/patator
patchkit,Powerful binary patching from Python.,https://github.com/lunixbochs/patchkit
pathzuzu,Checks for PATH substitution vulnerabilities and logs the commands executed by the vulnerable executables.,https://github.com/ShotokanZH/Pa-th-zuzu
